run_id,case_id,domain,pathway,uses_ai,dimension_id,dimension_label,framework_id,coverage,evidence_count,source_passage_count,related_passage_count,seeded_omission,nonmissing_has_provenance,coverage_reason
technical-3297298c775d,HCI-03,academic_hci,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-03,academic_hci,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,documented,1,1,1,False,True,Found 5 relevant concepts across 1 submitted material type(s).
technical-3297298c775d,HCI-03,academic_hci,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-03,academic_hci,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-03,academic_hci,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-04,academic_hci,human_subjects,False,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (consent, skip, stop), but the framework question is not fully documented."
technical-3297298c775d,HCI-04,academic_hci,human_subjects,False,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (distress, support, care), but the framework question is not fully documented."
technical-3297298c775d,HCI-04,academic_hci,human_subjects,False,justice,Justice,belmont,missing,0,0,1,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-04,academic_hci,human_subjects,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-04,academic_hci,human_subjects,False,societal_review,Societal risks and mitigation,esr,partial,1,1,1,False,True,"Found some relevant evidence (public), but the framework question is not fully documented."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (withdraw, agree), but the framework question is not fully documented."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (support, referral), but the framework question is not fully documented."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (access, fair), but the framework question is not fully documented."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,ai_govern,AI role and decision authority,ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (oversight, accountable, owner), but the framework question is not fully documented."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,ai_map,"AI data, population, and disclosure",ai_irb_questions,missing,0,0,3,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-05,academic_hci,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-06,academic_hci,ict_research,False,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (consent, decline, withdraw), but the framework question is not fully documented."
technical-3297298c775d,HCI-06,academic_hci,ict_research,False,beneficence,Beneficence,belmont,documented,1,1,0,False,True,Found 4 relevant concepts across 1 submitted material type(s).
technical-3297298c775d,HCI-06,academic_hci,ict_research,False,justice,Justice,belmont,documented,1,1,0,False,True,Found 4 relevant concepts across 1 submitted material type(s).
technical-3297298c775d,HCI-06,academic_hci,ict_research,False,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-06,academic_hci,ict_research,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-06,academic_hci,ict_research,False,societal_review,Societal risks and mitigation,esr,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (skip, agree), but the framework question is not fully documented."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (distress, support, referral), but the framework question is not fully documented."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,justice,Justice,belmont,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,ai_govern,AI role and decision authority,ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (oversight), but the framework question is not fully documented."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,ai_map,"AI data, population, and disclosure",ai_irb_questions,partial,1,1,1,False,True,"Found some relevant evidence (bias, model), but the framework question is not fully documented."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,partial,1,1,1,False,True,"Found some relevant evidence (evaluate, bias), but the framework question is not fully documented."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,HCI-07,academic_hci,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-01,qualitative_social,human_subjects,False,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (consent, decline, withdraw), but the framework question is not fully documented."
technical-3297298c775d,QS-01,qualitative_social,human_subjects,False,beneficence,Beneficence,belmont,missing,0,0,1,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-01,qualitative_social,human_subjects,False,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (access, fair, invite), but the framework question is not fully documented."
technical-3297298c775d,QS-01,qualitative_social,human_subjects,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-01,qualitative_social,human_subjects,False,societal_review,Societal risks and mitigation,esr,partial,1,1,1,False,True,"Found some relevant evidence (public), but the framework question is not fully documented."
technical-3297298c775d,QS-02,qualitative_social,ict_research,False,respect,Respect for persons,belmont,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-02,qualitative_social,ict_research,False,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (distress, support, referral), but the framework question is not fully documented."
technical-3297298c775d,QS-02,qualitative_social,ict_research,False,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (access, fair, invite), but the framework question is not fully documented."
technical-3297298c775d,QS-02,qualitative_social,ict_research,False,law_public_interest,Law and public interest,menlo,partial,1,1,1,False,True,"Found some relevant evidence (public, findings), but the framework question is not fully documented."
technical-3297298c775d,QS-02,qualitative_social,ict_research,False,value_tensions,Stakeholders and value tensions,vsd,partial,2,2,1,False,True,"Found some relevant evidence (community), but the framework question is not fully documented."
technical-3297298c775d,QS-02,qualitative_social,ict_research,False,societal_review,Societal risks and mitigation,esr,partial,2,2,1,False,True,"Found some relevant evidence (community, public), but the framework question is not fully documented."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (consent, withdraw, understand), but the framework question is not fully documented."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (distress, support, referral), but the framework question is not fully documented."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (inclusion, access, fair), but the framework question is not fully documented."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,ai_govern,AI role and decision authority,ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (oversight, accountable, owner), but the framework question is not fully documented."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,ai_map,"AI data, population, and disclosure",ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (consent), but the framework question is not fully documented."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-03,qualitative_social,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-04,qualitative_social,human_subjects,False,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (consent, decline), but the framework question is not fully documented."
technical-3297298c775d,QS-04,qualitative_social,human_subjects,False,beneficence,Beneficence,belmont,partial,1,1,0,False,True,"Found some relevant evidence (distress, support, care), but the framework question is not fully documented."
technical-3297298c775d,QS-04,qualitative_social,human_subjects,False,justice,Justice,belmont,partial,1,1,0,False,True,"Found some relevant evidence (access, fair, invite), but the framework question is not fully documented."
technical-3297298c775d,QS-04,qualitative_social,human_subjects,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-04,qualitative_social,human_subjects,False,societal_review,Societal risks and mitigation,esr,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-05,qualitative_social,ict_research,False,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (consent, skip, stop), but the framework question is not fully documented."
technical-3297298c775d,QS-05,qualitative_social,ict_research,False,beneficence,Beneficence,belmont,partial,1,1,0,False,True,"Found some relevant evidence (support), but the framework question is not fully documented."
technical-3297298c775d,QS-05,qualitative_social,ict_research,False,justice,Justice,belmont,partial,1,1,0,False,True,"Found some relevant evidence (inclusion, fair), but the framework question is not fully documented."
technical-3297298c775d,QS-05,qualitative_social,ict_research,False,law_public_interest,Law and public interest,menlo,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-05,qualitative_social,ict_research,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-05,qualitative_social,ict_research,False,societal_review,Societal risks and mitigation,esr,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (withdraw, understand, agree), but the framework question is not fully documented."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (distress, support, referral), but the framework question is not fully documented."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,justice,Justice,belmont,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,ai_govern,AI role and decision authority,ai_irb_questions,missing,0,0,3,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,ai_map,"AI data, population, and disclosure",ai_irb_questions,partial,1,1,1,False,True,"Found some relevant evidence (bias, model), but the framework question is not fully documented."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,partial,1,1,1,False,True,"Found some relevant evidence (evaluate, bias), but the framework question is not fully documented."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-06,qualitative_social,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-07,qualitative_social,human_subjects,False,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (consent, decline, stop), but the framework question is not fully documented."
technical-3297298c775d,QS-07,qualitative_social,human_subjects,False,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (support, care), but the framework question is not fully documented."
technical-3297298c775d,QS-07,qualitative_social,human_subjects,False,justice,Justice,belmont,missing,0,0,1,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-07,qualitative_social,human_subjects,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,QS-07,qualitative_social,human_subjects,False,societal_review,Societal risks and mitigation,esr,partial,1,1,1,False,True,"Found some relevant evidence (public), but the framework question is not fully documented."
technical-3297298c775d,UX-01,applied_ux_service,ict_research,False,respect,Respect for persons,belmont,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-01,applied_ux_service,ict_research,False,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (support, referral), but the framework question is not fully documented."
technical-3297298c775d,UX-01,applied_ux_service,ict_research,False,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (access, fair, invite), but the framework question is not fully documented."
technical-3297298c775d,UX-01,applied_ux_service,ict_research,False,law_public_interest,Law and public interest,menlo,partial,1,1,1,False,True,"Found some relevant evidence (public, findings), but the framework question is not fully documented."
technical-3297298c775d,UX-01,applied_ux_service,ict_research,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-01,applied_ux_service,ict_research,False,societal_review,Societal risks and mitigation,esr,partial,1,1,2,False,True,"Found some relevant evidence (public), but the framework question is not fully documented."
technical-3297298c775d,UX-02,applied_ux_service,human_subjects,False,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (consent, skip), but the framework question is not fully documented."
technical-3297298c775d,UX-02,applied_ux_service,human_subjects,False,beneficence,Beneficence,belmont,missing,0,0,1,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-02,applied_ux_service,human_subjects,False,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (access, fair, invite), but the framework question is not fully documented."
technical-3297298c775d,UX-02,applied_ux_service,human_subjects,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-02,applied_ux_service,human_subjects,False,societal_review,Societal risks and mitigation,esr,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (decline, understand, agree), but the framework question is not fully documented."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (support, referral), but the framework question is not fully documented."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,justice,Justice,belmont,partial,1,1,1,False,True,"Found some relevant evidence (access, fair), but the framework question is not fully documented."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,ai_govern,AI role and decision authority,ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (oversight), but the framework question is not fully documented."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,ai_map,"AI data, population, and disclosure",ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (bias, model), but the framework question is not fully documented."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,partial,1,1,1,False,True,"Found some relevant evidence (evaluate, bias), but the framework question is not fully documented."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-03,applied_ux_service,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-04,applied_ux_service,ict_research,False,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (consent, withdraw), but the framework question is not fully documented."
technical-3297298c775d,UX-04,applied_ux_service,ict_research,False,beneficence,Beneficence,belmont,partial,1,1,0,False,True,"Found some relevant evidence (distress, support, pause), but the framework question is not fully documented."
technical-3297298c775d,UX-04,applied_ux_service,ict_research,False,justice,Justice,belmont,partial,1,1,0,False,True,"Found some relevant evidence (fair, invite), but the framework question is not fully documented."
technical-3297298c775d,UX-04,applied_ux_service,ict_research,False,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-04,applied_ux_service,ict_research,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-04,applied_ux_service,ict_research,False,societal_review,Societal risks and mitigation,esr,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (stop, agree), but the framework question is not fully documented."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (distress, support, referral), but the framework question is not fully documented."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,justice,Justice,belmont,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,law_public_interest,Law and public interest,menlo,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,ai_govern,AI role and decision authority,ai_irb_questions,partial,1,1,2,False,True,"Found some relevant evidence (oversight, accountable, owner), but the framework question is not fully documented."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,ai_map,"AI data, population, and disclosure",ai_irb_questions,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,ai_review_pathway,AI-era ethics-review pathway,ai_rec_guidance,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,ai_measure,AI measurement,nist_ai_rmf,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,ai_manage,AI risk management,nist_ai_rmf,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-05,applied_ux_service,ai_research,True,societal_review,Societal risks and mitigation,esr,missing,0,0,2,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-06,applied_ux_service,human_subjects,False,respect,Respect for persons,belmont,partial,1,1,2,False,True,"Found some relevant evidence (consent, decline), but the framework question is not fully documented."
technical-3297298c775d,UX-06,applied_ux_service,human_subjects,False,beneficence,Beneficence,belmont,partial,1,1,0,False,True,"Found some relevant evidence (distress, care), but the framework question is not fully documented."
technical-3297298c775d,UX-06,applied_ux_service,human_subjects,False,justice,Justice,belmont,partial,1,1,0,False,True,"Found some relevant evidence (access, fair, invite), but the framework question is not fully documented."
technical-3297298c775d,UX-06,applied_ux_service,human_subjects,False,value_tensions,Stakeholders and value tensions,vsd,missing,0,0,3,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-06,applied_ux_service,human_subjects,False,societal_review,Societal risks and mitigation,esr,missing,0,0,2,True,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
technical-3297298c775d,UX-07,applied_ux_service,ai_research,True,respect,Respect for persons,belmont,partial,1,1,1,False,True,"Found some relevant evidence (skip, understand, agree), but the framework question is not fully documented."
technical-3297298c775d,UX-07,applied_ux_service,ai_research,True,beneficence,Beneficence,belmont,partial,1,1,1,False,True,"Found some relevant evidence (support, referral, uncomfortable), but the framework question is not fully documented."
technical-3297298c775d,UX-07,applied_ux_service,ai_research,True,justice,Justice,belmont,missing,0,0,1,False,True,"Relevant material was submitted, but it does not yet state the concepts required by this framework question."
